aba aba
abacı  aba-'dZ@
dinletemiyorum  dIn-le-te-mI-Zo-'rum
dinletmemişler  dIn-let-me-mIS-'ler
dinleyeceğinden  dIn-le-Ze-dZe-GIn-'den
dinleyecekmiş  dIn-le-Ze-dZek-'mIS
dinleyemediğiniz  dIn-le-Ze-me-dI-GI-'nIz
dinleyemiyoruz  dIn-le-Ze-mI-Zo-'ruz
dinleyicilerimizden  dIn-le-ZI-dZI-le-rI-mIz-'den
dinliden  dIn-lI-'den
dinselleşmesi  dIn-sel-leS-me-'sI
dipfriz  dIpf-'rIz
diplerindeki  dIp-le-rIn-de-'kI
dipleyip  dIp-le-'ZIp
diplomasiyi  dIp-lo-ma-sI-'ZI
dipnottur  dIp-not-'tur
direnmelisiniz  dI-ren-me-lI-sI-'nIz
diresek  dI-re-'sek
diretebilendir  dI-re-te-bI-len-'dIr
diretmeyin  dI-ret-me-'ZIn
dirhemdir  dIr-hem-'dIr
dirilemedi  dI-rI-le-me-'dI
dirilenlerin  dI-rI-len-le-'rIn
disiplinse  dI-sIp-lIn-'se
distribütörlükleriyle  dIst-rI-bZ-t@'r-lZk-le-rIZ-'le
dişçimiz  dIS-tSI-'mIz
dişiyi  dI-SI-'ZI
diyabetten  dI-Za-bet-'ten
diyalektten  dI-Za-lekt-'ten
diyaloglarımız  dI-Za-log-la-r@-'m@z
diyardasınızdır  dI-Zar-da-s@-n@z-'d@r
diye  dI-'Ze functional
diyebileceğine  dI-Ze-bI-le-dZe-GI-'ne
diyebilen  dI-Ze-bI-'len
diyebiliyorumdur  dI-Ze-bI-lI-Zo-rum-'dur
diyeceğidir  dI-Ze-dZe-GI-'dIr
diyeceklerim  dI-Ze-dZek-le-'rIm
diyemeyeceğimize  dI-Ze-me-Ze-dZe-GI-mI-'ze
dizdara  dIz-da-'ra
dizerim  dI-ze-'rIm
dizgesinden  dIz-ge-sIn-'den
dizginleneceğine  dIz-gIn-le-ne-dZe-GI-'ne
dizicilerinin  dI-zI-dZI-le-rI-'nIn
diziciliğinin  dI-zI-dZI-lI-GI-'nIn
dizilişiydi  dI-zI-lI-SIZ-'dI
dizilmeyeceklerini  dI-zIl-me-Ze-dZek-le-rI-'nI
dizindeydi  dI-zIn-deZ-'dI
dizinizi  dI-zI-nI-'zI
docu  do-'dZu
dogmatikliğini  dog-ma-tIk-lI-GI-'nI
doğadakiler  do-Ga-da-kI-'ler
doğalda  do-Gal-'da
doğallaştırmamaktır  do-Gal-laS-t@r-ma-mak-'t@r
doğallığınız  do-Gal-l@-G@-'n@z
doğaydım  do-GaZ-'d@m
doğduruyorlar  doG-du-ru-Zor-'lar
doğmaktan  doG-mak-'tan
doğranmakta  doG-ran-mak-'ta
doğranmasından  doG-ran-ma-s@n-'dan
doğrayabileceğini  doG-ra-Za-bI-le-dZe-GI-'nI
doğrayınca  doG-ra-Z@n-'dZa
doğrulamışlar  doG-ru-la-m@S-'lar
doğrulayacağına  doG-ru-la-Za-dZa-G@-'na
doğrultacağa  doG-rul-ta-dZa-'Ga
doğrultacak  doG-rul-ta-'dZak
doğruluyordu  doG-ru-lu-Zor-'du
doğruluyormuş  doG-ru-lu-Zor-'muS
doğulduğunu  do-Gul-du-Gu-'nu
doğuludurlar  do-Gu-lu-dur-'lar
doğululuğu  do-Gu-lu-lu-'Gu
doğumcu  do-Gum-'dZu
doğumevinden  do-Gu-me-vIn-'den
doğuramayacak  do-Gu-ra-ma-Za-'dZak
doğurduklarını  do-Gur-duk-la-r@-'n@
doğurganlıktaki  do-Gur-gan-l@k-ta-'kI
doğurmayan  do-Gur-ma-'Zan
doğuşla  do-GuS-'la
doğuşununu  do-Gu-Su-nu-'nu
doksanımı  dok-sa-n@-'m@
doksanınkinde  dok-sa-n@n-kIn-'de
doksanmış  dok-san-'m@S
doktrinsel  dokt-rIn-'sel
dokumacılığına  do-ku-ma-dZ@-l@-G@-'na
dokumuştuk  do-ku-muS-'tuk
dokunabilmesine  do-ku-na-bIl-me-sI-'ne
dokunacaktı  do-ku-na-dZak-'t@
dokunamamasına  do-ku-na-ma-ma-s@-'na
dokundurduğumuz  do-kun-dur-du-Gu-'muz
dokundurduğunu  do-kun-dur-du-Gu-'nu
dokundurmanız  do-kun-dur-ma-'n@z
dokunmaktı  do-kun-mak-'t@
dokunmasıdır  do-kun-ma-s@-'d@r
dokunmuyorsa  do-kun-mu-Zor-'sa
dokunulmazı  do-ku-nul-ma-'z@
dokunurken  do-ku-nur-'ken
dokümanımızda  do-kZ-ma-n@-m@z-'da
dolamaktı  do-la-mak-'t@
dolamanız  do-la-ma-'n@z
dolamasınlar  do-la-ma-s@n-'lar
dolambaçta  do-lam-batS-'ta
dolanacaksınız  do-la-na-dZak-s@-'n@z
dolandırıcılık  do-lan-d@-r@-dZ@-'l@k
dolandırılıcılık  do-lan-d@-r@-l@-dZ@-'l@k
dolandırmasıydı  do-lan-d@r-ma-s@Z-'d@
dolanıldı  do-la-n@l-'d@
dolaşabilecekler  do-la-Sa-bI-le-dZek-'ler
dolaşılamayacak  do-la-S@-la-ma-Za-'dZak
dolaşılırsa  do-la-S@-l@r-'sa
dolaşmadığını  do-laS-ma-d@-G@-'n@
dolayı  do-la-Z@ functional
doldukça  dol-duk-'tSa
doldurabilelim  dol-du-ra-bI-le-'lIm
dolduranla  dol-du-ran-'la
doldurulamayası  dol-du-ru-la-ma-Za-'s@
dolduruluşa  dol-du-ru-lu-'Sa
dolduruşla  dol-du-ruS-'la
dolduruverecek  dol-du-ru-ve-re-'dZek
doluyorlar  do-lu-Zor-'lar
donakaldım  do-na-kal-'d@m
donanırdık  do-na-n@r-'d@k
donatılmışımdır  do-na-t@l-m@-S@m-'d@r
donatmasını  do-nat-ma-s@-'n@
donattıklarında  do-nat-t@k-la-r@n-'da
dondurabileceğiniz  don-du-ra-bI-le-dZe-GI-'nIz
dondurabilirim  don-du-ra-bI-lI-'rIm
dondurabilme  don-du-ra-bIl-'me
dondurulabildiği  don-du-ru-la-bIl-dI-'GI
donmamıza  don-ma-m@-'za
donuklaştı  do-nuk-laS-'t@
donukluğuna  do-nuk-lu-Gu-'na
dorsesini  dor-se-sI-'nI
dostaneliğini  dos-ta-ne-lI-GI-'nI
dosuyla  do-suZ-'la
doyacağınız  do-Za-dZa-G@-'n@z
doyurabileceksiniz  do-Zu-ra-bI-le-dZek-sI-'nIz
doyuruyorsun  do-Zu-ru-Zor-'sun
doyuruyorum  do-Zu-ru-Zo-'rum
dozerleri  do-zer-le-'rI
dök  d@'k
dökebildiysek  d@'-ke-bIl-dIZ-'sek
dökmediğinde  d@'k-me-dI-GIn-'de
döktürtmekten  d@'k-tZrt-mek-'ten
döküklüğü  d@'-kZk-lZ-'GZ
dökülmeseymiş  d@'-kZl-me-seZ-'mIS
dökülmezler  d@'-kZl-mez-'ler
dökülmüştük  d@'-kZl-mZS-'tZk
dökümhanede  d@'-kZm-ha-ne-'de
dökümlerinde  d@'-kZm-le-rIn-'de
dökümünüzde  d@'-kZ-mZ-nZz-'de
döküntülerin  d@'-kZn-tZ-le-'rIn
döndüklerinin  d@'n-dZk-le-rI-'nIn
döndürebileceği  d@'n-dZ-re-bI-le-dZe-'GI
döndüreceğinizi  d@'n-dZ-re-dZe-GI-nI-'zI
döndürmezler  d@'n-dZr-mez-'ler
döndürüldükten  d@'n-dZ-rZl-dZk-'ten
döndürülemezse  d@'n-dZ-rZ-le-mez-'se
dönebileceğime  d@'-ne-bI-le-dZe-GI-'me
dönebileceksiniz  d@'-ne-bI-le-dZek-sI-'nIz
dönebilirmiş  d@'-ne-bI-lIr-'mIS
dönemecindeler  d@'-ne-me-dZIn-de-'ler
dönememek  d@'-ne-me-'mek
dönemesinler  d@'-ne-me-sIn-'ler
dönemiyorlar  d@'-ne-mI-Zor-'lar
dönemlerle  d@'-nem-ler-'le
dönercilerde  d@'-ner-dZI-ler-'de
dönerimiz  d@'-ne-rI-'mIz
döneriyle  d@'-ne-rIZ-'le
dönmeliydik  d@'n-me-lIZ-'dIk
dönmeseydik  d@'n-me-seZ-'dIk
dönmüşüydü  d@'n-mZ-SZZ-'dZ
dönülebilirmiş  d@'-nZ-le-bI-lIr-'mIS
dönülmesine  d@'-nZl-me-sI-'ne
dönülür  d@'-nZ-'lZr
dönümüyse  d@'-nZ-mZZ-'se
dönüşebiliyoruz  d@'-nZ-Se-bI-lI-Zo-'ruz
dönüşebilme  d@'-nZ-Se-bIl-'me
dönüşecek  d@'-nZ-Se-'dZek
dönüşemezler  d@'-nZ-Se-mez-'ler
dönüştüreceğe  d@'-nZS-tZ-re-dZe-'Ge
dönüştürecekmiş  d@'-nZS-tZ-re-dZek-'mIS
dönüştürenlerden  d@'-nZS-tZ-ren-ler-'den
dönüştürmez  d@'-nZS-tZr-'mez
dönüştürülmelerine  d@'-nZS-tZ-rZl-me-le-rI-'ne
dönüştürürse  d@'-nZS-tZ-rZr-'se
dördümüzden  d@'r-dZ-mZz-'den
dördünce  d@'r-dZn-'dZe
dörtlüklere  d@'rt-lZk-le-'re
döşemecilere  d@'-Se-me-dZI-le-'re
döşemiştiniz  d@'-Se-mIS-tI-'nIz
döşendiniz  d@'-Sen-dI-'nIz
döşenirdi  d@'-Se-nIr-'dI
döşetmek  d@'-Set-'mek
döşeyebilecek  d@'-Se-Ze-bI-le-'dZek
döşeyenler  d@'-Se-Zen-'ler
dövebildiği  d@'-ve-bIl-dI-'GI
döveni  d@'-ve-'nI
dövizlerdi  d@'-vIz-ler-'dI
dövmelerimde  d@'v-me-le-rIm-'de
dövmesen  d@'v-me-'sen
dövüştürmesi  d@'-vZS-tZr-me-'sI
dövüştürür  d@'-vZS-tZ-'rZr
draje  d-ra-'Ze
dramatikti  d-ra-ma-tIk-'tI
dramaturglara  d-ra-ma-turg-la-'ra
dualarınızı  du-a-la-r@-n@-'z@
dualık  du-a-'l@k
duasıydı  du-a-s@Z-'d@
dubaları  du-ba-la-'r@
dublörlerini  dub-l@'r-le-rI-'nI
dudaklarımız  du-dak-la-r@-'m@z
dumanlanmış  du-man-lan-'m@S
duracağından  du-ra-dZa-G@n-'dan
durağanlaştırmak  du-ra-Gan-laS-t@r-'mak
durağanlıklarından  du-ra-Gan-l@k-la-r@n-'dan
durağıma  du-ra-G@-'ma
duraklatsın  du-rak-lat-'s@n
duraksadığım  du-rak-sa-d@-'G@m
duraksamalarının  du-rak-sa-ma-la-r@-'n@n
duramayacaklarına  du-ra-ma-Za-dZak-la-r@-'na
durduğunda  dur-du-Gun-'da
durdurabilmeyi  dur-du-ra-bIl-me-'ZI
durdurabilsin  dur-du-ra-bIl-'sIn
durduracağına  dur-du-ra-dZa-G@-'na
durdurdularsa  dur-dur-du-lar-'sa
durdurmamamız  dur-dur-ma-ma-'m@z
durdurulabilmiş  dur-du-ru-la-bIl-'mIS
durduruldular  dur-du-rul-du-'lar
durula  du-ru-'la
durulabilecektir  du-ru-la-bI-le-dZek-'tIr
durulacağa  du-ru-la-dZa-'Ga
duruladıktan  du-ru-la-d@k-'tan
duruluyorsa  du-ru-lu-Zor-'sa
durumdadırlar  du-rum-da-d@r-'lar
durununki  du-ru-nun-'kI
duruşmasındaysa  du-ruS-ma-s@n-daZ-'sa
duruya  du-ru-'Za
duvarcıların  du-var-dZ@-la-'r@n
duyabilir  du-Za-bI-'lIr
duyarlılığıma  du-Zar-l@-l@-G@-'ma
duyarsızlaştıran  du-Zar-s@z-laS-t@-'ran
duyarsızlaştırmıştır  du-Zar-s@z-laS-t@r-m@S-'t@r
duygulanabiliyor  duZ-gu-la-na-bI-lI-'Zor
duygulandırıp  duZ-gu-lan-d@-'r@p
duygulandırmıştır  duZ-gu-lan-d@r-m@S-'t@r
duygulanımlı  duZ-gu-la-n@m-'l@
duygulansın  duZ-gu-lan-'s@n
duygulusunuz  duZ-gu-lu-su-'nuz
duymadığınızın  duZ-ma-d@-G@-n@-'z@n
duymuşsundur  duZ-muS-sun-'dur
duymuyorsunuzdur  duZ-mu-Zor-su-nuz-'dur
duyulabileceklerini  du-Zu-la-bI-le-dZek-le-rI-'nI
duyunuzu  du-Zu-nu-'zu
duyurabilmek  du-Zu-ra-bIl-'mek
duyuramıyorsanız  du-Zu-ra-m@-Zor-sa-'n@z
duyurulmayacağına  du-Zu-rul-ma-Za-dZa-G@-'na
duyuşumdu  du-Zu-Sum-'du
düetlerinizden  dZ-et-le-rI-nIz-'den
düğümlendi  dZ-GZm-len-'dI
düğümlendiğinden  dZ-GZm-len-dI-GIn-'den
düğümlü  dZ-GZm-'lZ
düğünlerimizde  dZ-GZn-le-rI-mIz-'de
düğününün  dZ-GZ-nZ-'nZn
dükkanlarını  dZk-kan-la-r@-'n@
dükten  dZk-'ten
dünürünüz  dZ-nZ-rZ-'nZz
dünyalılaştırmak  dZn-Za-l@-laS-t@r-'mak
dünyayken  dZn-ZaZ-'ken
dürtememesi  dZr-te-me-me-'sI
dürtmüşüz  dZrt-mZ-'SZz
dürtüşü  dZr-tZ-'SZ
düşebilirliğin  dZ-Se-bI-lIr-lI-'GIn
düşecekse  dZ-Se-dZek-'se
düşecektir  dZ-Se-dZek-'tIr
düşemiyorlar  dZ-Se-mI-Zor-'lar
düşenindir  dZ-Se-nIn-'dIr
düşeşini  dZ-Se-SI-'nI
düşlerinizin  dZS-le-rI-nI-'zIn
düşmanımızken  dZS-ma-n@-m@z-'ken
düşmanlaştırdığımız  dZS-man-laS-t@r-d@-G@-'m@z
düşmeyeceğe  dZS-me-Ze-dZe-'Ge
düşmeyeceksin  dZS-me-Ze-dZek-'sIn
düşmüşlüğünün  dZS-mZS-lZ-GZ-'nZn
düşülüyor  dZ-SZ-lZ-'Zor
düşülüyordu  dZ-SZ-lZ-Zor-'du
düşümlerinin  dZ-SZm-le-rI-'nIn
düşüncesini  dZ-SZn-dZe-sI-'nI
düşüncesizliklerine  dZ-SZn-dZe-sIz-lIk-le-rI-'ne
düşündüğümü  dZ-SZn-dZ-GZ-'mZ
düşündürtüyordu  dZ-SZn-dZr-tZ-Zor-'du
düşünmektesiniz  dZ-SZn-mek-te-sI-'nIz
düşünmelerinden  dZ-SZn-me-le-rIn-'den
düşünmemeleriydi  dZ-SZn-me-me-le-rIZ-'dI
düşünmemişsen  dZ-SZn-me-mIS-'sen
düşünmemle  dZ-SZn-mem-'le
düşünmüşüz  dZ-SZn-mZ-'SZz
düşünülenlerdi  dZ-SZ-nZ-len-ler-'dI
düşünülmez  dZ-SZ-nZl-'mez
düşünürlüğünüz  dZ-SZ-nZr-lZ-GZ-'nZz
düşürmedin  dZ-SZr-me-'dIn
düşürmemeye  dZ-SZr-me-me-'Ze
düşürmeseler  dZ-SZr-me-se-'ler
düşürmeyle  dZ-SZr-meZ-'le
düşüşüşü  dZ-SZ-SZ-'SZ
düvene  dZ-ve-'ne
düzeliyorsa  dZ-ze-lI-Zor-'sa
düzelmediğinde  dZ-zel-me-dI-GIn-'de
düzelmeyecek  dZ-zel-me-Ze-'dZek
düzeltecekmiş  dZ-zel-te-dZek-'mIS
düzenlemekteyiz  dZ-zen-le-mek-te-'ZIz
düzenlememesi  dZ-zen-le-me-me-'sI
düzenlemeyeceklerine  dZ-zen-le-me-Ze-dZek-le-rI-'ne
düzenlemezlerse  dZ-zen-le-mez-ler-'se
düzenlenirmiş  dZ-zen-le-nIr-'mIS
düzenlerlerse  dZ-zen-ler-ler-'se
düzenletilip  dZ-zen-le-tI-'lIp
düzenlettirmek  dZ-zen-let-tIr-'mek
düzenleyebilecek  dZ-zen-le-Ze-bI-le-'dZek
düzenleyenin  dZ-zen-le-Ze-'nIn
düzenleyince  dZ-zen-le-ZIn-'dZe
düzenliliğimiz  dZ-zen-lI-lI-GI-'mIz
düzgündü  dZz-gZn-'dZ
düzlemler  dZz-lem-'ler
düzlemlerdir  dZz-lem-ler-'dIr
düzlüklerindeki  dZz-lZk-le-rIn-de-'kI
ebelerce  ebe-ler-'dZe
ebelerim  ebe-le-'rIm
ebonit  ebo-'nIt
eczanedir  edZ-za-ne-'dIr
edasının  eda-s@-'n@n
edebilirliğine  ede-bI-lIr-lI-GI-'ne
edebiyatçımızı  ede-bI-Zat-tS@-m@-'z@
edebiyatınızda  ede-bI-Za-t@-n@z-'da
edememelerine  ede-me-me-le-rI-'ne
edemeyeceğinin  ede-me-Ze-dZe-GI-'nIn
edemeyen  ede-me-'Zen
edemezmiş  ede-mez-'mIS
edepsizliklere  e-dep-sIz-lIk-le-'re
edilebilmek  edI-le-bIl-'mek
edilemez  edI-le-'mez
edilmemelerine  e-dIl-me-me-le-rI-'ne
edilmeyeceklermiş  e-dIl-me-Ze-dZek-ler-'mIS
edilmiyorlardı  e-dIl-mI-Zor-lar-'d@
edilmiyorum  e-dIl-mI-Zo-'rum
edindirdi  e-dIn-dIr-'dI
edinebilmelerine  edI-ne-bIl-me-le-rI-'ne
edinilemezken  edI-nI-le-mez-'ken
edinmeyenler  e-dIn-me-Zen-'ler
ediplerinin  e-dIp-le-rI-'nIn
edisyonuna  e-dIs-Zo-nu-'na
efelen  efe-'len
efendilik  e-fen-dI-'lIk
efendisiyse  e-fen-dI-sIZ-'se
efkarlandığınız  ef-kar-lan-d@-G@-'n@z
eflakimde  ef-la-kIm-'de
efsunda  ef-sun-'da
efsunlarına  ef-sun-la-r@-'na
egonuza  ego-nu-'za
egzersizler  eg-zer-sIz-'ler
eğeceksin  eGe-dZek-'sIn
eğeliyor  eGe-lI-'Zor
eğersiniz  e-Ger-sI-'nIz
eğilebilmek  eGI-le-bIl-'mek
eğilimlidir  eGI-lIm-lI-'dIr
eğiliriz  eGI-lI-'rIz
eğilmedik  e-GIl-me-'dIk
eğişiyle  eGI-SIZ-'le
eğitebilirsem  eGI-te-bI-lIr-'sem
eğitememekteyiz  eGI-te-me-mek-te-'ZIz
eğitmenleriyse  e-GIt-men-le-rIZ-'se
eğitmenliğindeki  e-GIt-men-lI-GIn-de-'kI
eğlendikte  eG-len-dIk-'te
eğlendirebildim  eG-len-dI-re-bIl-'dIm
eğlendirmemişti  eG-len-dIr-me-mIS-'tI
eğlenebiliyorsam  eG-le-ne-bI-lI-Zor-'sam
eğlenememiş  eG-le-ne-me-'mIS
eğlenirsiniz  eG-le-nIr-sI-'nIz
eğlenmelerinin  eG-len-me-le-rI-'nIn
eğlenmez  eG-len-'mez
eğmeyişin  eG-me-ZI-'SIn
eğmişler  eG-mIS-'ler
eğnin  eG-'nIn
eğretiliğine  eG-re-tI-lI-GI-'ne
ehemmiyettir  e-hem-mI-Zet-'tIr
ehlileştirilmesi  eh-lI-leS-tI-rIl-me-'sI
ejderhalı  eZ-der-ha-'l@
ekilmesini  e-kIl-me-sI-'nI
ekinoksları  ekI-noks-la-'r@
ekiplerine  e-kIp-le-rI-'ne
ekipseniz  e-kIp-se-'nIz
ekiyorlardı  ekI-Zor-lar-'d@
eklememizi  ek-le-me-mI-'zI
eklemlendi  ek-lem-len-'dI
eklemlenmeden  ek-lem-len-me-'den
eklemlenmelerde  ek-lem-len-me-ler-'de
eklemlerimizden  ek-lem-le-rI-mIz-'den
eklenebileceğini  ek-le-ne-bI-le-dZe-GI-'nI
eklerindeki  ek-le-rIn-de-'kI
ekmeğimden  ek-me-GIm-'den
ekmeğinin  ek-me-GI-'nIn
ekmeklerden  ek-mek-ler-'den
ekmişse  ek-mIS-'se
ekollerine  e-kol-le-rI-'ne
eksiden  ek-sI-'den
eksiklerimiz  ek-sIk-le-rI-'mIz
eksiltememiş  ek-sIl-te-me-'mIS
eksiltmediyse  ek-sIlt-me-dIZ-'se
ekskavatörler  eks-ka-va-t@'r-'ler
eksperlerini  eks-per-le-rI-'nI
ekşisi  ek-SI-'sI
ektirilip  ek-tI-rI-'lIp
elaydı  e-laZ-'d@
elçinizle  el-tSI-nIz-'le
eldik  el-'dIk
eledikleriniz  ele-dIk-le-rI-'nIz
elekte  e-lek-'te
elemanlarıdır  ele-man-la-r@-'d@r
elementin  ele-men-'tIn
elemesiydi  ele-me-sIZ-'dI
elenilmesinin  ele-nIl-me-sI-'nIn
elenmemeler  e-len-me-me-'ler
elersin  e-ler-'sIn
eleştirebilmeliydi  e-leS-tI-re-bIl-me-lIZ-'dI
eleştiremiyorduk  e-leS-tI-re-mI-Zor-'duk
eleştirilebildiği  e-leS-tI-rI-le-bIl-dI-'GI
eleştirilemiyordu  e-leS-tI-rI-le-mI-Zor-'du
eleştirilirken  e-leS-tI-rI-lIr-'ken
eleştiriliyor  e-leS-tI-rI-lI-'Zor
eleştiriydi  e-leS-tI-rIZ-'dI
eleştirmeyip  e-leS-tIr-me-'ZIp
eletirdi  ele-tIr-'dI
eleyebildiğimi  ele-Ze-bIl-dI-GI-'mI
ellerinde  el-le-rIn-'de
elleşmesi  el-leS-me-'sI
elleşmezdi  el-leS-mez-'dI
ellililerde  el-lI-lI-ler-'de
elmasımıza  el-ma-s@-m@-'za
emanetçiler  ema-net-tSI-'ler
emanetçiydiler  ema-net-tSIZ-dI-'ler
embriyoları  emb-rI-Zo-la-'r@
emekçileriz  e-mek-tSI-le-'rIz
emekleyebiliyor  e-mek-le-Ze-bI-lI-'Zor
emeklilerimizle  e-mek-lI-le-rI-mIz-'le
emer  e-'mer
emirliklerindeki  e-mIr-lIk-le-rIn-de-'kI
emmisini  em-mI-sI-'nI
emperyalistliğinden  em-per-Za-lIst-lI-GIn-'den
emretmedim  em-ret-me-'dIm
emretmiştim  em-ret-mIS-'tIm
emrivakisine  em-rI-va-kI-sI-'ne
emziremeyen  em-zI-re-me-'Zen
enayidir  ena-ZI-'dIr
enayiyiz  ena-ZI-'ZIz
enciklerin  en-dZIk-le-'rIn
endişelendirmeyen  en-dI-Se-len-dIr-me-'Zen
endişelenilmesi  en-dI-Se-le-nIl-me-'sI
enerjime  e-ner-ZI-'me
enerjinizde  e-ner-ZI-nIz-'de
enfarktüsünden  en-fark-tZ-sZn-'den
enfesliğinden  en-fes-lI-GIn-'den
enflasyonunundaki  enf-las-Zo-nu-nun-da-'kI
engebesiz  en-ge-be-'sIz
engellemeliydik  en-gel-le-me-lIZ-'dIk
engellemenize  en-gel-le-me-nI-'ze
engellenemeyeceğidir  en-gel-le-ne-me-Ze-dZe-GI-'dIr
engelleniyordu  en-gel-le-nI-Zor-'du
engelleniyordur  en-gel-le-nI-Zor-'dur
engeller  en-gel-'ler
engelleyebildiğinin  en-gel-le-Ze-bIl-dI-GI-'nIn
engelleyebildiklerine  en-gel-le-Ze-bIl-dIk-le-rI-'ne
engelleyebilseydi  en-gel-le-Ze-bIl-seZ-'dI
engelleyemeyeceğiniz  en-gel-le-Ze-me-Ze-dZe-GI-'nIz
enlemlerinin  en-lem-le-rI-'nIn
enstitüsündeki  ens-tI-tZ-sZn-de-'kI
entelektüelleri  en-te-lek-tZ-el-le-'rI
entelektüellerimize  en-te-lek-tZ-el-le-rI-mI-'ze
entelimiz  en-te-lI-'mIz
enteresanlığını  en-te-re-san-l@-G@-'n@
entrikacısı  ent-rI-ka-dZ@-'s@
entrikasının  ent-rI-ka-s@-'n@n
enzimden  en-zIm-'den
epiklerini  e-pIk-le-rI-'nI
epizoduna  epI-zo-du-'na
erdemdeyim  er-dem-de-'ZIm
erdikçe  er-dIk-'tSe
erdirdiyse  er-dIr-dIZ-'se
erdirebilecekler  er-dI-re-bI-le-dZek-'ler
erdiremediğimi  er-dI-re-me-dI-GI-'mI
erdirilmeyen  er-dI-rIl-me-'Zen
erdirmek  er-dIr-'mek
erekliliktir  e-rek-lI-lIk-'tIr
erenci  e-ren-'dZI
erenliyle  e-ren-lIZ-'le
ergenlik  er-gen-'lIk
eriği  erI-'GI
eriğidir  erI-GI-'dIr
erimeyse  erI-meZ-'se
erişenlerde  erI-Sen-ler-'de
erişilebilinemezliğin  erI-SI-le-bI-lI-ne-mez-lI-'GIn
erişilince  erI-SI-lIn-'dZe
eriştirmiş  e-rIS-tIr-'mIS
eritilemiyor  erI-tI-le-mI-'Zor
erittiği  e-rIt-tI-'GI
erittiğidir  e-rIt-tI-GI-'dIr
eriyebildiğini  erI-Ze-bIl-dI-GI-'nI
eriyebilmesi  erI-Ze-bIl-me-'sI
erkeğiydi  er-ke-GIZ-'dI
erkeklerdeyse  er-kek-ler-deZ-'se
erkeklerindeki  er-kek-le-rIn-de-'kI
erkenli  er-ken-'lI
erksinin  erk-sI-'nIn
ermemiştir  er-me-mIS-'tIr
ermen  er-'men
ermeyince  er-me-ZIn-'dZe
erotikliği  ero-tIk-lI-'GI
erozyonuyla  e-roz-Zo-nuZ-'la
ertelediğimiz  er-te-le-dI-GI-'mIz
ertelememiş  er-te-le-me-'mIS
ertelemenizi  er-te-le-me-nI-'zI
ertelenmeyecekti  er-te-len-me-Ze-dZek-'tI
erteleyemezdik  er-te-le-Ze-mez-'dIk
erten  er-'ten
eseriyle  ese-rIZ-'le
esinlenmişizdir  e-sIn-len-mI-SIz-'dIr
esinleyicisiydi  e-sIn-le-ZI-dZI-sIZ-'dI
esirgemezin  e-sIr-ge-me-'zIn
esirgenecek  e-sIr-ge-ne-'dZek
esirgeyebilenler  e-sIr-ge-Ze-bI-len-'ler
eskime  es-kI-'me
eskimemesinin  es-kI-me-me-sI-'nIn
eskitemeden  es-kI-te-me-'den
eskizlerin  es-kIz-le-'rIn
eskortlarından  es-kort-la-r@n-'dan
esmiyorsa  es-mI-Zor-'sa
esnafsa  es-naf-'sa
esnaftım  es-naf-'t@m
esnekleştiriyor  es-nek-leS-tI-rI-'Zor
esnekleştirme  es-nek-leS-tIr-'me
esnememiş  es-ne-me-'mIS
esprini  esp-rI-'nI
esrikliğe  es-rIk-lI-'Ge
esrikliklere  es-rIk-lIk-le-'re
esrimeyle  es-rI-meZ-'le
esterlerdir  es-ter-ler-'dIr
eşdeğeriyken  eS-de-Ge-rIZ-'ken
eşelerseniz  eSe-ler-se-'nIz
eşindense  e-SIn-den-'se
eşinerek  eSI-ne-'rek
eşinizinde  eSI-nI-zIn-'de
eşitin  eSI-'tIn
eşitinle  eSI-tIn-'le
eşitlemiştir  e-SIt-le-mIS-'tIr
eşitlerim  e-SIt-le-'rIm
eşkıyalarından  eS-k@-Za-la-r@n-'dan
eşledim  eS-le-'dIm
eşlerimi  eS-le-rI-'mI
eşleşememesin  eS-le-Se-me-me-'sIn
eşleştirmeli  eS-leS-tIr-me-'lI
eşlikçilerle  eS-lIk-tSI-ler-'le
eşliliğin  eS-lI-lI-'GIn
eşofmanıyla  e-Sof-ma-n@Z-'la
eşyalaşmışlıktan  eS-Za-laS-m@S-l@k-'tan
eşyasıydı  eS-Za-s@Z-'d@
eşyaymış  eS-ZaZ-'m@S
etekten  e-tek-'ten
eteyse  e-teZ-'se
etiğine  etI-GI-'ne
etiketinde  etI-ke-tIn-'de
etkilediğidir  et-kI-le-dI-GI-'dIr
etkilemezsiniz  et-kI-le-mez-sI-'nIz
etkilenmem  et-kI-len-'mem
etkilenmişti  et-kI-len-mIS-'tI
etkileşebiliyorlar  et-kI-le-Se-bI-lI-Zor-'lar
etkileşmemiş  et-kI-leS-me-'mIS
etkileyin  et-kI-le-'ZIn
etkiliymiş  et-kI-lIZ-'mIS
etkisindeydik  et-kI-sIn-deZ-'dIk
etkisizleşirse  et-kI-sIz-le-SIr-'se
etkisizleştirse  et-kI-sIz-leS-tIr-'se
etmektesiniz  et-mek-te-sI-'nIz
etmeydi  et-meZ-'dI
etmeyişiniz  et-me-ZI-SI-'nIz
etmeyor  et-me-'Zor
etmişlere  et-mIS-le-'re
etnikçilerin  et-nIk-tSI-le-'rIn
etrafımdaki  et-ra-f@m-da-'kI
ettiniz  et-tI-'nIz
ettirebilmişlerdir  et-tI-re-bIl-mIS-ler-'dIr
ettiremediklerinde  et-tI-re-me-dIk-le-rIn-'de
