à 'a functional
ç' 's 
animatrices a-ni-ma-'tRis 
animaux a-ni-'mo 
anime a-'nim 
animée a-ni-'me 
animee a-ni-'mi 
animees a-ni-'mi 
animent a-'nim 
animer a-ni-'me 
animera a-ni-m@-'Ra 
animerait a-ni-m@-'RE 
animerent a-ni-m@-'Ra~ 
animeront a-ni-m@-'Ro~ 
animes a-'nim 
animées a-ni-'me 
animisme a-ni-mi-'sm@ 
animiste a-ni-mis-'t@ 
animistes a-ni-mis-'t@ 
animosité a-ni-m0-zi-'te 
animosite a-ni-m0-'zit 
animosites a-ni-m0-'zit 
animosités a-ni-m0-zi-'te 
animèrent a-ni-'mER 
animés a-ni-'me 
anis a-'nis 
anisé a-ni-'ze 
anise a-'niz 
anises a-'niz 
anisette a-ni-'zEt 
anisés a-ni-'ze 
anita a-ni-'ta 
anjou a~-'Zu 
ankara a~-ka-'Ra 
ankylosé a~-ki-l0-'ze 
ankylose a~-ki-'loz 
ankylosée a~-ki-l0-'ze 
ankylosee a~-ki-l0-'zi 
ankylosees a~-ki-l0-'zi 
ankyloser a~-ki-lo-'ze 
ankylosées a~-ki-l0-'ze 
anémié a-ne-'mje 
anémie a-ne-'mi 
anémiée a-ne-'mje 
anémier a-ne-'mje 
anémies a-ne-'mi 
anémiées a-ne-'mje 
anémique a-ne-'mik 
anémiques a-ne-'mik 
anémiés a-ne-'mje 
anémone a-ne-'m0n 
anémones a-ne-'m0n 
anna a-'na 
annaba a-na-'ba 
annales a-'nal 
annamite a-na-'mit 
annamites a-na-'mit 
année a-'ne 
anne 'an 
anneau a-'no 
anneaux a-'no 
annecy a-n@-'si 
annee a-'ni 
annees a-'ni 
année-là a-ne-@-'la 
anne-marie a-n@-ma-'Ri 
années a-'ne 
annette a-'nEt 
annexé a-nE-'kse 
annexa a-nE-'ksa 
annexait a-nE-'ksE 
annexant a-nE-'ksa~ 
annexe a-nE-'ks@ 
annexée a-nE-'kse 
annexee a-nE-'ksi 
annexees a-nE-'ksi 
annexent a-nE-'ks@ 
annexer a-nE-'kse 
annexera a-nE-ks@-'Ra 
annexerent a-nE-ks@-'Ra~ 
annexes a-nE-'ks@ 
annexées a-nE-'kse 
annexion a-nE-'ksjo~ 
annexions a-nE-'ksjo~ 
annexèrent a-nE-'ksER 
annexés a-nE-'kse 
annick a-'nik 
annie a-'ni 
annihilé a-nji-'le 
annihilait a-nji-'lE 
annihilant a-nji-'la~ 
annihile a-'njil 
annihilée a-nji-'le 
annihilee a-nji-'li 
annihilees a-nji-'li 
annihilent a-'njil 
annihiler a-nji-'le 
annihiles a-'njil 
annihilées a-nji-'le 
annihilés a-nji-'le 
anniversaire a-ni-vE-'RsER 
anniversaires a-ni-vE-'RsER 
annonça a-no~-'sa 
annonçaient a-no~-'sE 
annonçais a-no~-'sE 
annonçait a-no~-'sE 
annonçant a-no~-'sa~ 
annoncé a-no~-'se 
annonca a-no~-'ka 
annoncaient a-no~-kE-'a~ 
annoncais a-no~-'kE 
annoncait a-no~-'kE 
annoncant a-no~-'ka~ 
annoncat a-no~-'ka 
annonce a-'no~s 
annoncée a-no~-'se 
annoncee a-no~-'si 
annoncees a-no~-'si 
annoncent a-'no~s 
annoncer a-no~-'se 
annoncera a-no~-s@-'Ra 
annonceraient a-no~-s@-'RE 
annoncerait a-no~-s@-'RE 
annoncerent a-no~-s@-'Ra~ 
annonceront a-no~-s@-'Ro~ 
annonces a-'no~s 
annoncées a-no~-'se 
annonceur a-no~-'s9R 
annonceurs a-no~-'s9R 
annoncez a-no~-'se 
annonciateur a-no~-sja-'t9R 
annonciateurs a-no~-sja-'t9R 
annonciation a-no~-sja-'sjo~ 
annonciatrice a-no~-sja-'tRis 
annonciatrices a-no~-sja-'tRis 
annonciez a-no~-'sjE 
annoncions a-no~-'sjo~ 
annoncons a-no~-'ko~ 
annoncèrent a-no~-'sER 
annoncés a-no~-'se 
annonçons a-no~-'so~ 
annonçât a-no~-'sa 
annoté a-n0-'te 
annotation a-n0-ta-'sjo~ 
annotations a-n0-ta-'sjo~ 
annote a-'n0t 
annotée a-n0-'te 
annotee a-n0-'ti 
annotees a-n0-'ti 
annoter a-n0-'te 
annotes a-'n0t 
annotées a-n0-'te 
annotés a-n0-'te 
annuaire a-ny-'ER 
annuaires a-ny-'ER 
annuel a-'nHEl 
annuelle a-'nHEl 
annuellement a-nHE-l@-'ma~ 
annuelles a-'nHEl 
annuels a-'nHEl 
annuité a-nHi-'te 
annuite a-'nHit 
annuites a-'nHit 
annuités a-nHi-'te 
annulé a-ny-'le 
annula a-ny-'la 
annulaient a-ny-'lE 
annulaire a-ny-'lER 
annulait a-ny-'lE 
annulant a-ny-'la~ 
annulation a-ny-la-'sjo~ 
annulations a-ny-la-'sjo~ 
annule a-'nyl 
annulée a-ny-'le 
annulee a-ny-'li 
annulees a-ny-'li 
annulent a-'nyl 
annuler a-ny-'le 
annulera a-ny-l@-'Ra 
annuleraient a-ny-l@-'RE 
annulerait a-ny-l@-'RE 
annuleront a-ny-l@-'Ro~ 
annules a-'nyl 
annulées a-ny-'le 
annulés a-ny-'le 
anobli a-n0b-'li 
anoblie a-n0b-'li 
anoblir a-n0b-'liR 
anoblis a-n0b-'li 
anoblissant a-n0b-li-'sa~ 
anoblissement a-n0b-li-s@-'ma~ 
anoblit a-n0b-'li 
anodin a-n0-'de~ 
anodine a-n0-'din 
anodines a-n0-'din 
anodins a-n0-'de~ 
anomalie a-n0-ma-'li 
anomalies a-n0-ma-'li 
anomie a-n0-'mi 
anonnait a-n0-'nE 
anonnant a-n0-'na~ 
anonne a-'n0n 
anonnent a-n0-'na~ 
anonner a-n0-'ne 
anonymat a-n0-ni-'ma 
anonyme a-n0-'nim 
anonymement a-n0-ni-m@-'ma~ 
anonymes a-n0-'nim 
anorak a-n0-'Rak 
anoraks a-n0-'Rak 
anorexie a-n0-RE-'ksi 
anormal a-n0R-'mal 
anormale a-n0R-'mal 
anormalement a-n0R-ma-l@-'ma~ 
anormales a-n0R-'mal 
anormaux a-n0R-'mo 
anouar a-nu-'aR 
anpe a-En-pe-'@ 
ans 'a~ 
aînés E-'ne 
anschluss a~-'Slus 
anse 'a~s 
anselme a~-sE-'lm@ 
anses 'a~s 
antagoniques a~-ta-g0-'nik 
antagonisme a~-ta-g0-ni-'sm@ 
antagonismes a~-ta-g0-ni-'sm@ 
antagoniste a~-ta-g0-nis-'t@ 
antagonistes a~-ta-g0-nis-'t@ 
antan a~-'ta~ 
antarctique a~-taR-'tik 
antarctiques a~-taR-'tik 
antécédent a~-te-se-'da~ 
antécédents a~-te-se-'da~ 
antéchrist a~-te-kRis-'t@ 
antédiluvien a~-te-di-ly-'vje~ 
antédiluvienne a~-te-di-ly-'vjEn 
antédiluviennes a~-te-di-ly-'vjEn 
antédiluviens a~-te-di-ly-'vje~ 
ante 'a~t 
antecedent a~-t@-s@-'da~ 
antecedents a~-t@-s@-'da~ 
antechrist a~-t@-kRis-'t@ 
antediluvien a~-t@-di-ly-'vje~ 
antediluvienne a~-t@-di-ly-'vjEn 
antediluviennes a~-t@-di-ly-'vjEn 
antediluviens a~-t@-di-ly-'vje~ 
antenne a~-'tEn 
antennes a~-'tEn 
antepenultieme a~-t@-p@-nyl-'sim 
anterieur a~-t@-'Rj9R 
anterieure a~-t@-'Rj9R 
anterieurement a~-t@-Rj9-R@-'ma~ 
anterieures a~-t@-'Rj9R 
anterieurs a~-t@-'Rj9R 
anteriorite a~-t@-Rj0-'Rit 
anthologie a~-t0-l0-'Zi 
anthologies a~-t0-l0-'Zi 
anthony a~-t0-'ni 
anthracite a~-tRa-'sit 
anthrax a~-tRa-'ks@ 
anthropique a~-tR0-'pik 
anthropocentrisme a~-tR0-p0-sa~-tRi-'sm@ 
anthropoïdes a~-tR0-p0-'id 
anthropoides a~-tR0p-'wad 
anthropologie a~-tR0-p0-l0-'Zi 
anthropologique a~-tR0-p0-l0-'Zik 
anthropologiques a~-tR0-p0-l0-'Zik 
anthropologue a~-tR0-p0-'l0g 
anthropologues a~-tR0-p0-'l0g 
anthropometrie a~-tR0-p0-m@-'tRi 
anthropometrique a~-tR0-p0-m@-'tRik 
anthropometriques a~-tR0-p0-m@-'tRik 
anthropomorphe a~-tR0-p0-'m0Rf 
anthropomorphes a~-tR0-p0-'m0Rf 
anthropomorphique a~-tR0-p0-m0R-'fik 
anthropomorphiques a~-tR0-p0-m0R-'fik 
anthropométrie a~-tR0-p0-me-'tRi 
anthropométrique a~-tR0-p0-me-'tRik 
anthropométriques a~-tR0-p0-me-'tRik 
anthropophage a~-tR0-p0-'faZ 
anthropophages a~-tR0-p0-'faZ 
anthropophagie a~-tR0-p0-fa-'Zi 
anti- a~-'ti 
antiaerien a~-tjE-'Rje~ 
antiaerienne a~-tjE-'RjEn 
antiaeriennes a~-tjE-'RjEn 
antiaeriens a~-tjE-'Rje~ 
antiapartheid a~-tja-paR-'tE 
anti-arabes a~-tja-'Rab 
antiaérien a~-tja-e-'Rje~ 
antiaérienne a~-tja-e-'RjEn 
antiaériennes a~-tja-e-'RjEn 
antiaériens a~-tja-e-'Rje~ 
antibes a~-'tib 
antibiotique a~-ti-bj0-'tik 
antibiotiques a~-ti-bj0-'tik 
antibois a~-ti-'bwa 
antibrouillard a~-ti-bRu-'jaR 
antibruit a~-ti-'bRHi 
anticancereuse a~-ti-ka~-s@-'R9z 
anticancereux a~-ti-ka~-s@-'R@ 
anticancéreuse a~-ti-ka~-se-'R9z 
anticancéreux a~-ti-ka~-se-'R@ 
anticapitaliste a~-ti-ka-pi-ta-lis-'t@ 
anticapitalistes a~-ti-ka-pi-ta-lis-'t@ 
anticasseurs a~-ti-ka-'s9R 
antichambre a~-ti-Sa~-'bR@ 
antichambres a~-ti-Sa~-'bR@ 
antichar a~-ti-'SaR 
antichars a~-ti-'SaR 
anticipé a~-ti-si-'pe 
anticipa a~-ti-si-'pa 
anticipaient a~-ti-si-'pE 
anticipait a~-ti-si-'pE 
anticipant a~-ti-si-'pa~ 
anticipation a~-ti-si-pa-'sjo~ 
anticipations a~-ti-si-pa-'sjo~ 
anticipe a~-ti-'sip 
anticipée a~-ti-si-'pe 
anticipee a~-ti-si-'pi 
anticipees a~-ti-si-'pi 
anticipent a~-ti-'sip 
anticiper a~-ti-si-'pe 
anticipera a~-ti-si-p@-'Ra 
anticiperaient a~-ti-si-p@-'RE 
anticiperait a~-ti-si-p@-'RE 
anticipes a~-ti-'sip 
anticipées a~-ti-si-'pe 
anticipons a~-ti-si-'po~ 
anticipés a~-ti-si-'pe 
anticlerical a~-ti-kl@-Ri-'kal 
anticlericale a~-ti-kl@-Ri-'kal 
anticlericales a~-ti-kl@-Ri-'kal 
anticlericalisme a~-ti-kl@-Ri-ka-li-'sm@ 
anticlericaux a~-ti-kl@-Ri-'ko 
anticlérical a~-ti-kle-Ri-'kal 
anticléricale a~-ti-kle-Ri-'kal 
anticléricales a~-ti-kle-Ri-'kal 
anticléricalisme a~-ti-kle-Ri-ka-li-'sm@ 
anticléricaux a~-ti-kle-Ri-'ko 
anticoagulants a~-ti-k0-a-gy-'la~ 
anticommunisme a~-ti-k0-my-ni-'sm@ 
anticommuniste a~-ti-k0-my-nis-'t@ 
anticommunistes a~-ti-k0-my-nis-'t@ 
anticoncurrentielles a~-ti-ko~-ky-Ra~-'sjEl 
anticoncurrentiels a~-ti-ko~-ky-Ra~-'sjEl 
anticonformisme a~-ti-ko~-f0R-mi-'sm@ 
anticonformiste a~-ti-ko~-f0R-mis-'t@ 
anticonformistes a~-ti-ko~-f0R-mis-'t@ 
anticonstitutionnel a~-ti-ko~s-ti-ty-sj0-'nEl 
anticonstitutionnelle a~-ti-ko~s-ti-ty-sj0-'nEl 
anticonstitutionnelles a~-ti-ko~s-ti-ty-sj0-'nEl 
anticonstitutionnels a~-ti-ko~s-ti-ty-sj0-'nEl 
anticorps a~-ti-'k0R 
anticyclique a~-ti-si-'klik 
anticyclone a~-ti-si-'kl0n 
anticyclones a~-ti-si-'kl0n 
antidaté a~-ti-da-'te 
antidate a~-ti-'dat 
antidatée a~-ti-da-'te 
antidatee a~-ti-da-'ti 
antidates a~-ti-'dat 
antidatés a~-ti-da-'te 
antidemocratique a~-ti-d@-m0k-Ra-'tik 
antidemocratiques a~-ti-d@-m0k-Ra-'tik 
antidémocratique a~-ti-de-m0k-Ra-'tik 
antidémocratiques a~-ti-de-m0k-Ra-'tik 
antidopage a~-ti-d0-'paZ 
antidote a~-ti-'d0t 
antidotes a~-ti-'d0t 
antidrogue a~-ti-'dR0g 
antienne a~-'tjEn 
antiennes a~-'tjEn 
antifascisme a~-ti-fa-Si-'sm@ 
antifasciste a~-ti-fa-Sis-'t@ 
antifascistes a~-ti-fa-Sis-'t@ 
antigang a~-ti-'ga~g 
antigene a~-ti-'Z@n 
antigenes a~-ti-'Z@n 
antigène a~-ti-'ZEn 
antigènes a~-ti-'ZEn 
antigouvernemental a~-ti-gu-vE-Rn@-ma~-'tal 
antigouvernementale a~-ti-gu-vE-Rn@-ma~-'tal 
antigouvernementales a~-ti-gu-vE-Rn@-ma~-'tal 
antigouvernementaux a~-ti-gu-vE-Rn@-ma~-'to 
antigua a~-ti-gu-'a 
antiheros a~-tj@-'Ro 
antihéros a~-tje-'Ro 
antillais a~-ti-'jE 
antillais a~-ti-'jE 
antillaise a~-ti-'jEz 
antillaise a~-ti-'jEz 
antillaises a~-ti-'jEz 
antilles a~-'tij 
antilope a~-ti-'l0p 
antilopes a~-ti-'l0p 
antimarxiste a~-ti-maR-ksis-'t@ 
antimarxistes a~-ti-maR-ksis-'t@ 
antimatiere a~-ti-ma-'siR 
antimatière a~-ti-ma-'tjER 
antimilitarisme a~-ti-mi-li-ta-Ri-'sm@ 
antimilitariste a~-ti-mi-li-ta-Ris-'t@ 
antimilitaristes a~-ti-mi-li-ta-Ris-'t@ 
antimissile a~-ti-mi-'sil 
antimissiles a~-ti-mi-'sil 
antimoine a~-ti-'mwan 
antinational a~-ti-na-sj0-'nal 
antinationale a~-ti-na-sj0-'nal 
antinationales a~-ti-na-sj0-'nal 
antinationaliste a~-ti-na-sj0-na-lis-'t@ 
antinationalistes a~-ti-na-sj0-na-lis-'t@ 
antinationaux a~-ti-na-sj0-'no 
antinomie a~-ti-n0-'mi 
antinomies a~-ti-n0-'mi 
antinomique a~-ti-n0-'mik 
antinomiques a~-ti-n0-'mik 
antinucléaire a~-ti-ny-kle-'ER 
antinucléaires a~-ti-ny-kle-'ER 
antinucleaire a~-ti-ny-'klER 
antinucleaires a~-ti-ny-'klER 
antiparasitaire a~-ti-pa-Ra-zi-'tER 
antiparasitaires a~-ti-pa-Ra-zi-'tER 
antiparlementaire a~-ti-pa-Rl@-ma~-'tER 
antiparlementarisme a~-ti-pa-Rl@-ma~-ta-Ri-'sm@ 
antiparti a~-ti-paR-'ti 
antipathie a~-ti-pa-'ti 
antipathies a~-ti-pa-'ti 
antipathique a~-ti-pa-'tik 
antipathiques a~-ti-pa-'tik 
antipersonnel a~-ti-pE-Rs0-'nEl 
antiphrase a~-ti-'fRaz 
antipode a~-ti-'p0d 
antipodes a~-ti-'p0d 
antipollution a~-ti-p0-ly-'sjo~ 
antiquaire a~-ti-'kER 
antiquaires a~-ti-'kER 
antique a~-'tik 
antiques a~-'tik 
antiquité a~-ti-ki-'te 
antiquite a~-ti-'kit 
antiquites a~-ti-'kit 
antiquités a~-ti-ki-'te 
antiracisme a~-ti-Ra-si-'sm@ 
antiraciste a~-ti-Ra-sis-'t@ 
antiracistes a~-ti-Ra-sis-'t@ 
antisandiniste a~-ti-sa~-di-nis-'t@ 
antisandinistes a~-ti-sa~-di-nis-'t@ 
antisemite a~-ti-s@-'mit 
antisemites a~-ti-s@-'mit 
antisemitisme a~-ti-s@-mi-ti-'sm@ 
antiseptique a~-ti-sE-'ptik 
antiseptiques a~-ti-sE-'ptik 
antisémite a~-ti-se-'mit 
antisémites a~-ti-se-'mit 
antisémitisme a~-ti-se-mi-ti-'sm@ 
antisocial a~-ti-s0s-'jal 
antisociale a~-ti-s0s-'jal 
antisociales a~-ti-s0s-'jal 
antisocialiste a~-ti-s0s-ja-lis-'t@ 
antisocialistes a~-ti-s0s-ja-lis-'t@ 
antisociaux a~-ti-s0s-'jo 
anti-sous-marine a~-ti-su-ma-'Rin 
anti-sous-marines a~-ti-su-ma-'Rin 
anti-sous-marins a~-ti-su-ma-'Re~ 
antisyndical a~-ti-se~-di-'kal 
antisyndicale a~-ti-se~-di-'kal 
antisyndicales a~-ti-se~-di-'kal 
antiterrorisme a~-ti-tE-R0-Ri-'sm@ 
antiterroriste a~-ti-tE-R0-Ris-'t@ 
antiterroristes a~-ti-tE-R0-Ris-'t@ 
antithese a~-ti-'t@z 
antitheses a~-ti-'t@z 
antithetique a~-ti-t@-'tik 
antithetiques a~-ti-t@-'tik 
antithèse a~-ti-'tEz 
antithèses a~-ti-'tEz 
antithétique a~-ti-te-'tik 
antithétiques a~-ti-te-'tik 
antitrust a~-ti-tR9s-'t@ 
antivol a~-ti-'v0l 
antivols a~-ti-'v0l 
antoine a~-'twan 
antoinette a~-twa-'nEt 
anton a~-'t0n 
antonella a~-t0-nE-'la 
antonia a~-to-'nja 
antonin a~-to-'nin 
antonio a~-to-'njo 
antonioni a~-to-njo-'ni 
antony a~-to-'ni 
antonyme a~-t0-'nim 
antonymes a~-t0-'nim 
antépénultième a~-te-pe-nyl-'tjEm 
antre a~-'tR@ 
antres a~-'tR@ 
antérieur a~-te-'Rj9R 
antérieure a~-te-'Rj9R 
antérieurement a~-te-Rj9-R@-'ma~ 
antérieures a~-te-'Rj9R 
antérieurs a~-te-'Rj9R 
antériorité a~-te-Rj0-Ri-'te 
anus a-'nys 
anvers a~-'vER 
anversois a~-vE-'Rswa 
anversoise a~-vE-'Rswaz 
anévrisme a-ne-vRi-'sm@ 
anxiete a~-'ksit 
anxietes a~-'ksit 
anxieuse a~-'ksj9z 
anxieusement a~-ksj9-z@-'ma~ 
anxieuses a~-'ksj9z 
anxieux a~-'ksj@ 
anxiogene a~-ksj0-'Z@n 
anxiogène a~-ksj0-'ZEn 
anxiolytiques a~-ksj0-li-'tik 
anxiété a~-ksje-'te 
anxiétés a~-ksje-'te 
açores a-'s0R 
aorte a-0R-'t@ 
août 'ut 
aoûtien a-u-'sje~ 
aoûtiens a-u-'sje~ 
aoun a-'un 
aouniste a-u-nis-'t@ 
aounistes a-u-nis-'t@ 
aout a-'u 
aoutien a-u-'sje~ 
aoutiens a-u-'sje~ 
# ap.
ap 'ap 
apache a-'paS 
apaches a-'paS 
apaisé a-pE-'ze 
apaisa a-pE-'za 
apaisaient a-pE-'zE 
apaisait a-pE-'zE 
apaisant a-pE-'za~ 
apaisante a-pE-'za~t 
apaisantes a-pE-'za~t 
apaisants a-pE-'za~ 
apaise a-'pEz 
apaisée a-pE-'ze 
apaisee a-pE-'zi 
apaisees a-pE-'zi 
apaisement a-pE-z@-'ma~ 
apaisements a-pE-z@-'ma~ 
apaisent a-'pEz 
apaiser a-pE-'ze 
apaisera a-pE-z@-'Ra 
apaiserait a-pE-z@-'RE 
apaiserent a-pE-z@-'Ra~ 
apaiseront a-pE-z@-'Ro~ 
apaises a-'pEz 
apaisées a-pE-'ze 
apaisèrent a-pE-'zER 
apaisés a-pE-'ze 
apanage a-pa-'naZ 
apanages a-pa-'naZ 
aparté a-paR-'te 
aparte a-paR-'t@ 
apartes a-paR-'t@ 
apartheid a-paR-'tEd 
apartés a-paR-'te 
apathie a-pa-'ti 
apathique a-pa-'tik 
apathiques a-pa-'tik 
apatride a-pa-'tRid 
apatrides a-pa-'tRid 
apercevaient a-pE-Rs@-'vE 
apercevait a-pE-Rs@-'vE 
apercevant a-pE-Rs@-'va~ 
apercevez a-pE-Rs@-'ve 
apercevions a-pE-Rs@-'vjo~ 
apercevoir a-pE-Rs@-'vwaR 
apercevons a-pE-Rs@-'vo~ 
apercevra a-pE-Rs@-'vRa 
apercevrait a-pE-Rs@-'vRE 
apercevrez a-pE-Rs@-'vRe 
apercevront a-pE-Rs@-'vRo~ 
apercois a-pER-'kwa 
apercoit a-pER-'kwa 
apercoive a-pER-'kwav 
apercoivent a-pER-kwa-'va~ 
apercu a-pER-'ky 
apercue a-pER-'ky 
apercues a-pER-'ky 
apercurent a-pER-ky-'Ra~ 
apercus a-pER-'ky 
apercut a-pER-'ky 
aperitif a-p@-Ri-'tif 
aperitifs a-p@-Ri-'tif 
aperçois a-pE-'Rswa 
aperçoit a-pE-'Rswa 
aperçoive a-pE-'Rswav 
aperçoivent a-pE-'Rswav 
aperçût a-pE-'Rsy 
aperçu a-pE-'Rsy 
aperçue a-pE-'Rsy 
aperçues a-pE-'Rsy 
aperçurent a-pE-'RsyR 
aperçus a-pE-'Rsy 
aperçut a-pE-'Rsy 
apesanteur a-p@-za~-'t9R 
apeuré a-p@-'Re 
apeure a-'p9R 
apeurée a-p@-'Re 
apeuree a-p@-'Ri 
apeurees a-p@-'Ri 
apeures a-'p9R 
apeurées a-p@-'Re 
apeurés a-p@-'Re 
apex a-pE-'ks@ 
aphasie a-fa-'zi 
aphone a-'f0n 
aphones a-'f0n 
aphorisme a-f0-Ri-'sm@ 
aphorismes a-f0-Ri-'sm@ 
aphrodisiaque a-fR0-di-'zjak 
aphrodisiaques a-fR0-di-'zjak 
aphteuse af-'t9z 
api a-'pi 
apiculteur a-pi-kyl-'t9R 
apiculteurs a-pi-kyl-'t9R 
apiculture a-pi-kyl-'tyR 
apis a-'pis 
apitoie a-pi-'twa 
apitoiement a-pi-twa-'ma~ 
apitoient a-pi-'twa 
apitoyé a-pi-twa-'je 
apitoyait a-pi-twa-'jE 
apitoye a-pi-'twaj 
apitoyée a-pi-twa-'je 
apitoyee a-pi-twa-'ji 
apitoyees a-pi-twa-'ji 
apitoyer a-pi-twa-'je 
apitoyes a-pi-'twaj 
apitoyées a-pi-twa-'je 
apitoyés a-pi-twa-'je 
aplani a-pla-'ni 
aplanies a-pla-'ni 
aplanir a-pla-'niR 
aplanis a-pla-'ni 
aplanissent a-pla-'nis 
aplanit a-pla-'ni 
aplat a-'pla 
aplati a-pla-'ti 
aplatie a-pla-'si 
aplaties a-pla-'si 
aplatir a-pla-'tiR 
aplatis a-pla-'ti 
aplatissement a-pla-ti-s@-'ma~ 
aplatissent a-pla-'tis 
aplatit a-pla-'ti 
aplats a-'pla 
aplomb a-'plo~ 
apm 'apm 
apnée a-'pne 
apnee a-'pni 
apocalypse a-p0-ka-li-'ps@ 
apocalypses a-p0-ka-li-'ps@ 
apocalyptique a-p0-ka-li-'ptik 
apocalyptiques a-p0-ka-li-'ptik 
apocryphe a-p0k-'Rif 
apocryphes a-p0k-'Rif 
apogée a-p0-'Ze 
apogee a-p0-'Zi 
apogees a-p0-'Zi 
apogées a-p0-'Ze 
apolitique a-p0-li-'tik 
apolitiques a-p0-li-'tik 
apolitisme a-p0-li-ti-'sm@ 
apollinaire a-p0-li-'nER 
apollo a-p0-'lo 
apollon a-p0-'lo~ 
apollons a-p0-'lo~ 
apologetique a-p0-l0-Z@-'tik 
apologetiques a-p0-l0-Z@-'tik 
apologie a-p0-l0-'Zi 
apologies a-p0-l0-'Zi 
apologétique a-p0-l0-Ze-'tik 
apologétiques a-p0-l0-Ze-'tik 
apologue a-p0-'l0g 
apologues a-p0-'l0g 
apophtegme a-p0f-'tEgm 
apophtegmes a-p0f-'tEgm 
apoplectique a-p0p-lE-'ktik 
apoplexie a-p0p-lE-'ksi 
aporie a-p0-'Ri 
apories a-p0-'Ri 
apostasie a-p0s-ta-'zi 
apostat a-p0s-'ta 
apostats a-p0s-'ta 
apostille a-p0s-'tij 
apostilles a-p0s-'tij 
apostolat a-p0s-t0-'la 
apostolique a-p0s-t0-'lik 
apostoliques a-p0s-t0-'lik 
apostrophé a-p0s-tR0-'fe 
apostropha a-p0s-tR0-'fa 
apostrophaient a-p0s-tR0-'fE 
apostrophait a-p0s-tR0-'fE 
apostrophant a-p0s-tR0-'fa~ 
apostrophe a-p0s-'tR0f 
apostrophée a-p0s-tR0-'fe 
apostrophee a-p0s-tR0-'fi 
apostrophent a-p0s-'tR0f 
apostropher a-p0s-tR0-'fe 
apostrophes a-p0s-'tR0f 
apostrophés a-p0s-tR0-'fe 
apotheose a-p0-'toz 
apotheoses a-p0-'toz 
apothicaire a-p0-ti-'kER 
apothicaires a-p0-ti-'kER 
apothéose a-p0-te-'oz 
apothéoses a-p0-te-'oz 
apotre a-p0t-'R@ 
apotres a-p0t-'R@ 
apparais a-pa-'RE 
apparaissaient a-pa-RE-'sE 
apparaissais a-pa-RE-'sE 
apparaissait a-pa-RE-'sE 
apparaissant a-pa-RE-'sa~ 
apparaisse a-pa-'REs 
apparaissent a-pa-'REs 
apparaissez a-pa-RE-'se 
apparaissions a-pa-RE-'sjo~ 
apparaissons a-pa-RE-'so~ 
apparait a-pa-'RE 
apparaitra a-pa-RE-'tRa 
apparaitraient a-pa-RE-tRE-'a~ 
apparaitrait a-pa-RE-'tRE 
apparaitre a-pa-RE-'tR@ 
apparaitront a-pa-RE-'tRo~ 
apparat a-pa-'Ra 
apparaît a-pa-'RE 
apparatchik a-pa-Ra-'tSik 
apparatchiks a-pa-Ra-'tSik 
apparaîtra a-pa-RE-'tRa 
apparaîtraient a-pa-RE-'tRE 
apparaîtrait a-pa-RE-'tRE 
apparaître a-pa-RE-'tR@ 
apparaîtront a-pa-RE-'tRo~ 
apparats a-pa-'Ra 
appareil a-pa-'REj 
appareillé a-pa-RE-'je 
appareilla a-pa-RE-'ja 
appareillage a-pa-RE-'jaZ 
appareillages a-pa-RE-'jaZ 
appareille a-pa-'REj 
appareillees a-pa-RE-'ji 
appareillent a-pa-'REj 
appareiller a-pa-RE-'je 
appareillera a-pa-RE-j@-'Ra 
appareilles a-pa-'REj 
appareillées a-pa-RE-'je 
appareillés a-pa-RE-'je 
appareils a-pa-'REj 
apparemment a-pa-Ra-'ma~ 
apparence a-pa-'Ra~s 
apparences a-pa-'Ra~s 
apparent a-pa-'Ra~ 
apparenté a-pa-Ra~-'te 
apparentaient a-pa-Ra~-'tE 
apparentait a-pa-Ra~-'tE 
apparentant a-pa-Ra~-'ta~ 
apparente a-pa-'Ra~t 
apparentée a-pa-Ra~-'te 
apparentee a-pa-Ra~-'ti 
apparentees a-pa-Ra~-'ti 
apparentement a-pa-Ra~-t@-'ma~ 
apparentements a-pa-Ra~-t@-'ma~ 
apparentent a-pa-'Ra~t 
apparenter a-pa-Ra~-'te 
apparentera a-pa-Ra~-t@-'Ra 
apparenteraient a-pa-Ra~-t@-'RE 
apparenterait a-pa-Ra~-t@-'RE 
apparentes a-pa-'Ra~t 
apparentées a-pa-Ra~-'te 
apparents a-pa-'Ra~ 
apparentés a-pa-Ra~-'te 
appariees a-pa-'Rji 
appariement a-pa-Ri-'ma~ 
appariements a-pa-Ri-'ma~ 
apparient a-pa-'Ri 
apparier a-pa-'Rje 
apparies a-pa-'Ri 
appariées a-pa-'Rje 
appariés a-pa-'Rje 
appariteur a-pa-Ri-'t9R 
appariteurs a-pa-Ri-'t9R 
apparition a-pa-Ri-'sjo~ 
apparitions a-pa-Ri-'sjo~ 
apparût a-pa-'Ry 
appartement a-paR-t@-'ma~ 
appartements a-paR-t@-'ma~ 
appartenaient a-paR-t@-'nE 
appartenais a-paR-t@-'nE 
appartenait a-paR-t@-'nE 
appartenance a-paR-t@-'na~s 
appartenances a-paR-t@-'na~s 
appartenant a-paR-t@-'na~ 
appartenez a-paR-t@-'ne 
appartenions a-paR-t@-'njo~ 
appartenir a-paR-t@-'niR 
appartenons a-paR-t@-'no~ 
appartenu a-paR-t@-'ny 
appartiendra a-paR-tje~-'dRa 
appartiendraient a-paR-tje~-'dRE 
